attempt_id	execution_stage	repeat_id	device	case_id	corpus_partition	case_class	execution_tier	source_kind	query_sha256	reference_sha256	pair_digest	threshold	query_length	reference_length	expected_status	observed_status	numeric_path	cpu_column_digest	gpu_column_digest	column_equal	cpu_scoreinfo_digest	gpu_scoreinfo_digest	scoreinfo_equal	driver_returncode	formal_contract
p5-primary-tiny	primary	0	0	tiny-ac-q00-r10	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd	084696b5b2f035fe1cafbccda422b6aa15b40d1d73bc98d7782beb4d83a5bc7f	9f8759873bbee2784c74767cf42f37a431774f17cc9f956fe27387010f20dd81	4	1	3	ok	complete	byte8	41281cdda7121d00	41281cdda7121d00	1	7c4d272abbd29fe6	7c4d272abbd29fe6	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q00-r11	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd	803859f5b9d6d170d5714b2d798c8bf5fbc9bd1806f6c108ed02adc6e6116004	62e759358be50ff8184c1ad48e3c0baabffb402ed75ee3bb9e6908e7eec5ab3a	4	1	3	ok	complete	byte8	41281cdda7121d00	41281cdda7121d00	1	7c4d272abbd29fe6	7c4d272abbd29fe6	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q00-r12	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd	89932f8285bde9d693a0691a3400ba249f0d5c1357fe157dae3254112e489143	2e43f07507faaf941858537ac1044c679ca904c481253648d4ba1c0495b2f83b	4	1	3	ok	complete	byte8	e51b31ecf73183a5	e51b31ecf73183a5	1	cd4873e49871eb65	cd4873e49871eb65	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q00-r13	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd	8c55ff95a660f37cb05e644e7691e6c66593f453cb2cbaa4d64aa59b40ae8032	0701c2d2b1061f474ed254fa746880ff32eb3303bd7ad9a7f6af7912524dd752	4	1	3	ok	complete	byte8	ba2b6282a813a6a0	ba2b6282a813a6a0	1	47fe0d7eaf8e51e3	47fe0d7eaf8e51e3	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q01-r00	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	6b23c0d5f35d1b11f9b683f0b0a617355deb11277d91ae091d399c655b87940d	559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd	cb1672a4164366da35178e36afdc64b01928103eb50817e3c3e853e570f6af10	4	1	1	ok	complete	byte8	842360170b01e222	842360170b01e222	1	47fe0d7eaf8e51e3	47fe0d7eaf8e51e3	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q01-r01	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	6b23c0d5f35d1b11f9b683f0b0a617355deb11277d91ae091d399c655b87940d	6b23c0d5f35d1b11f9b683f0b0a617355deb11277d91ae091d399c655b87940d	b8017dae394bf931b74884c58b450f451db51b717c3fd876d95e07a6c1be0676	4	1	1	ok	complete	byte8	af132f815a1fbf27	af132f815a1fbf27	1	6b449f74be9c1be7	6b449f74be9c1be7	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q01-r02	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	6b23c0d5f35d1b11f9b683f0b0a617355deb11277d91ae091d399c655b87940d	58bb119c35513a451d24dc20ef0e9031ec85b35bfc919d263e7e5d9868909cb5	fd6181f5623e887ce9601f627a229589e4f1f500ce54f87686614591fa522836	4	1	2	ok	complete	byte8	9a5d4ea665907e61	9a5d4ea665907e61	1	47fe0d7eaf8e51e3	47fe0d7eaf8e51e3	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q01-r03	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	6b23c0d5f35d1b11f9b683f0b0a617355deb11277d91ae091d399c655b87940d	472e73d796e20aa8ff9059e6316f218e0322548f661ec4dc267507ed66317404	dbe02e95b83a42af2bbe21d16ddc7b7da693888a6770781b5d4c2c0824aa7afb	4	1	2	ok	complete	byte8	87578ffe9ecfc724	87578ffe9ecfc724	1	7c4d272abbd29fe6	7c4d272abbd29fe6	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q01-r04	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	6b23c0d5f35d1b11f9b683f0b0a617355deb11277d91ae091d399c655b87940d	4b650e5c4785025dee7bd65e3c5c527356717d7a1c0bfef5b4ada8ca1e9cbe17	c721392ce5f52aeaba78c891ee9515fc45b7a6f6abebb84063ed19a71703cee0	4	1	2	ok	complete	byte8	215a0901648ef4c1	215a0901648ef4c1	1	6b449f74be9c1be7	6b449f74be9c1be7	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q01-r05	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	6b23c0d5f35d1b11f9b683f0b0a617355deb11277d91ae091d399c655b87940d	a56362a10c816abf206d72cb914e2d5ca454eb9c7e744f88b1a1422c379e9942	2b012e46487092bd3eb6b282583e7ced09f461b2a43f34d3db36ba80aba2218e	4	1	2	ok	complete	byte8	215a0901648ef4c1	215a0901648ef4c1	1	6b449f74be9c1be7	6b449f74be9c1be7	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q01-r06	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	6b23c0d5f35d1b11f9b683f0b0a617355deb11277d91ae091d399c655b87940d	cb1ad2119d8fafb69566510ee712661f9f14b83385006ef92aec47f523a38358	260b28ae7dc16c0bc36275329037eee76c87944b88ace94bbbaca4b1e4b5833a	4	1	3	ok	complete	byte8	ba2b6282a813a6a0	ba2b6282a813a6a0	1	47fe0d7eaf8e51e3	47fe0d7eaf8e51e3	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q01-r07	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	6b23c0d5f35d1b11f9b683f0b0a617355deb11277d91ae091d399c655b87940d	d5ced0c0b64bf1582582acb55425f70c12991c397368a8bbad06bb0a5d2cfeb7	15690251d905e651c6b005cee3d80f7357780ca2d98aa39863b3955266338c46	4	1	3	ok	complete	byte8	e51b31ecf73183a5	e51b31ecf73183a5	1	cd4873e49871eb65	cd4873e49871eb65	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q01-r08	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	6b23c0d5f35d1b11f9b683f0b0a617355deb11277d91ae091d399c655b87940d	b32062bf7b8bed45bc6c7bedfe1c093bf2d45c0b87973bab9e1ef4b85497f469	e3309952fb1b3623700ef01d95c6d59157e1dba29204cea9a1f4298814219c65	4	1	3	ok	complete	byte8	41281cdda7121d00	41281cdda7121d00	1	7c4d272abbd29fe6	7c4d272abbd29fe6	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q01-r09	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	6b23c0d5f35d1b11f9b683f0b0a617355deb11277d91ae091d399c655b87940d	2dde6d03ddaa287e3ac95b4befe8f38e8766a35092fc01e47e28d86c7a29e412	94822820472f017982947a7a9532e0f751a8b9559e10832ac27cc6643a1e1d59	4	1	3	ok	complete	byte8	41281cdda7121d00	41281cdda7121d00	1	7c4d272abbd29fe6	7c4d272abbd29fe6	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q01-r10	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	6b23c0d5f35d1b11f9b683f0b0a617355deb11277d91ae091d399c655b87940d	084696b5b2f035fe1cafbccda422b6aa15b40d1d73bc98d7782beb4d83a5bc7f	99699447bf2fa175fc8617406ac20ee58e775e6f1e46968ea6cc1e1aa211f599	4	1	3	ok	complete	byte8	812e4eeda7d68605	812e4eeda7d68605	1	6b449f74be9c1be7	6b449f74be9c1be7	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q01-r11	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	6b23c0d5f35d1b11f9b683f0b0a617355deb11277d91ae091d399c655b87940d	803859f5b9d6d170d5714b2d798c8bf5fbc9bd1806f6c108ed02adc6e6116004	12c14ffff0d8b58ec251cb713134cfd362a3315acd009e5bb5e72da9ea816c6a	4	1	3	ok	complete	byte8	812e4eeda7d68605	812e4eeda7d68605	1	6b449f74be9c1be7	6b449f74be9c1be7	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q01-r12	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	6b23c0d5f35d1b11f9b683f0b0a617355deb11277d91ae091d399c655b87940d	89932f8285bde9d693a0691a3400ba249f0d5c1357fe157dae3254112e489143	39289c4fdfa8b0f6b113cc0741970e15e0feab97c707d81adcdba7a8a472ce33	4	1	3	ok	complete	byte8	812e4eeda7d68605	812e4eeda7d68605	1	6b449f74be9c1be7	6b449f74be9c1be7	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q01-r13	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	6b23c0d5f35d1b11f9b683f0b0a617355deb11277d91ae091d399c655b87940d	8c55ff95a660f37cb05e644e7691e6c66593f453cb2cbaa4d64aa59b40ae8032	e8ccb2ca18a82adc1ea10f518a3021c6a4cb166b09eaf3d4f3e77a4347cdcf3c	4	1	3	ok	complete	byte8	812e4eeda7d68605	812e4eeda7d68605	1	6b449f74be9c1be7	6b449f74be9c1be7	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q02-r00	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	58bb119c35513a451d24dc20ef0e9031ec85b35bfc919d263e7e5d9868909cb5	559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd	d42c1baa4e521b541fa8c81d29a306eea30b6015c8f4a038a33b0c4abf8d362e	4	2	1	ok	complete	byte8	af132f815a1fbf27	af132f815a1fbf27	1	6b449f74be9c1be7	6b449f74be9c1be7	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q02-r01	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	58bb119c35513a451d24dc20ef0e9031ec85b35bfc919d263e7e5d9868909cb5	6b23c0d5f35d1b11f9b683f0b0a617355deb11277d91ae091d399c655b87940d	879d9e892429317ab40710b609dde290b011c53cb6cfbd602b268940ae31a95f	4	2	1	ok	complete	byte8	842360170b01e222	842360170b01e222	1	47fe0d7eaf8e51e3	47fe0d7eaf8e51e3	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q02-r02	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	58bb119c35513a451d24dc20ef0e9031ec85b35bfc919d263e7e5d9868909cb5	58bb119c35513a451d24dc20ef0e9031ec85b35bfc919d263e7e5d9868909cb5	7d9dc66a97eeb511fc31b78fad91ebbe4bccd25a75fc2c42157753ab87b5ff39	9	2	2	ok	complete	byte8	6433e92e3c09f78e	6433e92e3c09f78e	1	903d855fe3c4c2c9	903d855fe3c4c2c9	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q02-r03	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	58bb119c35513a451d24dc20ef0e9031ec85b35bfc919d263e7e5d9868909cb5	472e73d796e20aa8ff9059e6316f218e0322548f661ec4dc267507ed66317404	508810e2787533f6b6043bf36d300363e240454441a10d19bc42e15d106f3b56	9	2	2	ok	complete	byte8	215a0901648ef4c1	215a0901648ef4c1	1	47fe0d7eaf8e51e3	47fe0d7eaf8e51e3	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q02-r04	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	58bb119c35513a451d24dc20ef0e9031ec85b35bfc919d263e7e5d9868909cb5	4b650e5c4785025dee7bd65e3c5c527356717d7a1c0bfef5b4ada8ca1e9cbe17	3d9eab7955a13dddd3e5e4c0da4eea920df358aa40ed36b504e50ff41379ce25	9	2	2	ok	complete	byte8	87578ffe9ecfc724	87578ffe9ecfc724	1	47fe0d7eaf8e51e3	47fe0d7eaf8e51e3	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q02-r05	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	58bb119c35513a451d24dc20ef0e9031ec85b35bfc919d263e7e5d9868909cb5	a56362a10c816abf206d72cb914e2d5ca454eb9c7e744f88b1a1422c379e9942	0b924db80b724434aacbc084b023cf11b732a4a3ab7fec7badefc61d5b4fe8c7	9	2	2	ok	complete	byte8	9a5d4ea665907e61	9a5d4ea665907e61	1	47fe0d7eaf8e51e3	47fe0d7eaf8e51e3	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q02-r06	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	58bb119c35513a451d24dc20ef0e9031ec85b35bfc919d263e7e5d9868909cb5	cb1ad2119d8fafb69566510ee712661f9f14b83385006ef92aec47f523a38358	b88ac98ce2e6a7f10f6a8372829d8d910344b4685d11e9a66f0cb4d971c70fc9	9	2	3	ok	complete	byte8	16247dfea4d1e925	16247dfea4d1e925	1	903d855fe3c4c2c9	903d855fe3c4c2c9	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q02-r07	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	58bb119c35513a451d24dc20ef0e9031ec85b35bfc919d263e7e5d9868909cb5	d5ced0c0b64bf1582582acb55425f70c12991c397368a8bbad06bb0a5d2cfeb7	30bbb24f836709f9690eb16d197c406fee599876c6a0bbef5b015c562618a080	9	2	3	ok	complete	byte8	16247dfea4d1e925	16247dfea4d1e925	1	903d855fe3c4c2c9	903d855fe3c4c2c9	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q02-r08	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	58bb119c35513a451d24dc20ef0e9031ec85b35bfc919d263e7e5d9868909cb5	b32062bf7b8bed45bc6c7bedfe1c093bf2d45c0b87973bab9e1ef4b85497f469	e3d59a0b4af4dbc44d5db0266a0d4cf804e8838776bb95ddf4ddb985996f1a4d	9	2	3	ok	complete	byte8	812e4eeda7d68605	812e4eeda7d68605	1	47fe0d7eaf8e51e3	47fe0d7eaf8e51e3	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q02-r09	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	58bb119c35513a451d24dc20ef0e9031ec85b35bfc919d263e7e5d9868909cb5	2dde6d03ddaa287e3ac95b4befe8f38e8766a35092fc01e47e28d86c7a29e412	985666ea1a0c0ae2fffc9354a5c9902834e978e11d6d09f9425d0aa4740fcbf3	9	2	3	ok	complete	byte8	812e4eeda7d68605	812e4eeda7d68605	1	47fe0d7eaf8e51e3	47fe0d7eaf8e51e3	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q02-r10	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	58bb119c35513a451d24dc20ef0e9031ec85b35bfc919d263e7e5d9868909cb5	084696b5b2f035fe1cafbccda422b6aa15b40d1d73bc98d7782beb4d83a5bc7f	9bee6df70f7770c1b5261cf54e6373b2b3162011acceb93684e6af4ffdb1af90	9	2	3	ok	complete	byte8	c1f78b1c946bb40f	c1f78b1c946bb40f	1	3f4238a60725774a	3f4238a60725774a	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q02-r11	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	58bb119c35513a451d24dc20ef0e9031ec85b35bfc919d263e7e5d9868909cb5	803859f5b9d6d170d5714b2d798c8bf5fbc9bd1806f6c108ed02adc6e6116004	153d5136d2a1e5edc036b0c589057921ee11a8287cfc29d743f54d18a6da34b6	9	2	3	ok	complete	byte8	41281cdda7121d00	41281cdda7121d00	1	47fe0d7eaf8e51e3	47fe0d7eaf8e51e3	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q02-r12	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	58bb119c35513a451d24dc20ef0e9031ec85b35bfc919d263e7e5d9868909cb5	89932f8285bde9d693a0691a3400ba249f0d5c1357fe157dae3254112e489143	061d84935c362be082d740a4443a0b46d2d192648b2d7a50e313e7091444ef0b	9	2	3	ok	complete	byte8	e51b31ecf73183a5	e51b31ecf73183a5	1	47fe0d7eaf8e51e3	47fe0d7eaf8e51e3	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q02-r13	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	58bb119c35513a451d24dc20ef0e9031ec85b35bfc919d263e7e5d9868909cb5	8c55ff95a660f37cb05e644e7691e6c66593f453cb2cbaa4d64aa59b40ae8032	7e4c761944f376e555f75f92d7cebca4cb5b7dc3f26aaa5eae3a5f9b9b0cac70	9	2	3	ok	complete	byte8	ba2b6282a813a6a0	ba2b6282a813a6a0	1	47fe0d7eaf8e51e3	47fe0d7eaf8e51e3	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q03-r00	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	472e73d796e20aa8ff9059e6316f218e0322548f661ec4dc267507ed66317404	559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd	4ac8d810006d8eb8c70768337da3ad491a637f23f93a4985868b5837f94c1070	4	2	1	ok	complete	byte8	af132f815a1fbf27	af132f815a1fbf27	1	6b449f74be9c1be7	6b449f74be9c1be7	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q03-r01	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	472e73d796e20aa8ff9059e6316f218e0322548f661ec4dc267507ed66317404	6b23c0d5f35d1b11f9b683f0b0a617355deb11277d91ae091d399c655b87940d	882d3f6e4d005a42a71febf0c9d2c4634fa6621e215c0b41e872c3e05f923df6	4	2	1	ok	complete	byte8	af132f815a1fbf27	af132f815a1fbf27	1	6b449f74be9c1be7	6b449f74be9c1be7	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q03-r02	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	472e73d796e20aa8ff9059e6316f218e0322548f661ec4dc267507ed66317404	58bb119c35513a451d24dc20ef0e9031ec85b35bfc919d263e7e5d9868909cb5	b31f24ebb2e4f0090f4044bcbfd569434a3200d8ed27411e7eb94cc49970579d	9	2	2	ok	complete	byte8	215a0901648ef4c1	215a0901648ef4c1	1	47fe0d7eaf8e51e3	47fe0d7eaf8e51e3	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q03-r03	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	472e73d796e20aa8ff9059e6316f218e0322548f661ec4dc267507ed66317404	472e73d796e20aa8ff9059e6316f218e0322548f661ec4dc267507ed66317404	d470eb347c22e20ea2fb1c37bf0be4e88ec03569b6df1c733c01fbf52701af79	9	2	2	ok	complete	byte8	6433e92e3c09f78e	6433e92e3c09f78e	1	903d855fe3c4c2c9	903d855fe3c4c2c9	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q03-r04	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	472e73d796e20aa8ff9059e6316f218e0322548f661ec4dc267507ed66317404	4b650e5c4785025dee7bd65e3c5c527356717d7a1c0bfef5b4ada8ca1e9cbe17	b9b44336efa0d348a2665af388df252d899b64448a5b801ede98f99e3953a7bc	9	2	2	ok	complete	byte8	215a0901648ef4c1	215a0901648ef4c1	1	47fe0d7eaf8e51e3	47fe0d7eaf8e51e3	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q03-r05	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	472e73d796e20aa8ff9059e6316f218e0322548f661ec4dc267507ed66317404	a56362a10c816abf206d72cb914e2d5ca454eb9c7e744f88b1a1422c379e9942	9e1013bdd58d9fb7a5f885c5244c8608510e907f4a36e15f68addc4d11b574fb	9	2	2	ok	complete	byte8	215a0901648ef4c1	215a0901648ef4c1	1	47fe0d7eaf8e51e3	47fe0d7eaf8e51e3	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q03-r06	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	472e73d796e20aa8ff9059e6316f218e0322548f661ec4dc267507ed66317404	cb1ad2119d8fafb69566510ee712661f9f14b83385006ef92aec47f523a38358	9181639ec2042df3da8bd9264c545145eff71b8a563f3d45e55fb21ecdd506b1	9	2	3	ok	complete	byte8	812e4eeda7d68605	812e4eeda7d68605	1	47fe0d7eaf8e51e3	47fe0d7eaf8e51e3	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q03-r07	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	472e73d796e20aa8ff9059e6316f218e0322548f661ec4dc267507ed66317404	d5ced0c0b64bf1582582acb55425f70c12991c397368a8bbad06bb0a5d2cfeb7	149b47f35e03ec55ba6d3a54ff9592a5e762314df73dde95fc5a48edcafd4aaf	9	2	3	ok	complete	byte8	ac1e1e57f6f4630a	ac1e1e57f6f4630a	1	3f4238a60725774a	3f4238a60725774a	1	0	L1_L2_exact
p5-primary-tiny	primary	0	0	tiny-ac-q03-r08	tiny_exhaustive	ac_lengths_1_to_3	compact	generated	472e73d796e20aa8ff9059e6316f218e0322548f661ec4dc267507ed66317404	b32062bf7b8bed45bc6c7bedfe1c093bf2d45c0b87973bab9e1ef4b85497f469	b5b5a2b9adb1b97bb56a7eceaa9f6e5e6475171c6e73ce59de98aae82620e0a7	9	2	3	ok	complete	byte8	16247dfea4d1e925	16247dfea4d1e925	1	903d855fe3c4c2c9	903d855fe3c4c2c9	1	0	L1_L2_exact
