validation_instance_id	workload_id	repeat_id	primary_instance	ranking_mode	comparison_status	reference_candidate_count	candidate_candidate_count	matched_count	informative_for_recovery	binary_gate_denominator_eligible	binary_success	double_empty	recall	precision	top1_retained	complete_set_success	rbo5_diagnostic	ambiguous_matching	technical_failure	technical_failure_reason	input_identity_pass	matching_started	strict_row_equal	classifications	evidence_role
bts3_w012__repeat00	bts3_w012	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w013__repeat00	bts3_w013	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w013__repeat00	bts3_w013	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w013__repeat00	bts3_w013	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w014__repeat00	bts3_w014	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w014__repeat00	bts3_w014	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w014__repeat00	bts3_w014	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w015__repeat00	bts3_w015	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w015__repeat00	bts3_w015	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w015__repeat00	bts3_w015	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w016__repeat00	bts3_w016	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w016__repeat00	bts3_w016	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w016__repeat00	bts3_w016	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w017__repeat00	bts3_w017	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w017__repeat00	bts3_w017	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w017__repeat00	bts3_w017	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w018__repeat00	bts3_w018	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w018__repeat00	bts3_w018	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w018__repeat00	bts3_w018	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w019__repeat00	bts3_w019	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w019__repeat00	bts3_w019	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w019__repeat00	bts3_w019	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w020__repeat00	bts3_w020	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w020__repeat00	bts3_w020	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w020__repeat00	bts3_w020	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w021__repeat00	bts3_w021	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w021__repeat00	bts3_w021	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w021__repeat00	bts3_w021	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w022__repeat00	bts3_w022	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w022__repeat00	bts3_w022	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w022__repeat00	bts3_w022	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w023__repeat00	bts3_w023	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w023__repeat00	bts3_w023	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w023__repeat00	bts3_w023	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w024__repeat00	bts3_w024	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w024__repeat00	bts3_w024	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w024__repeat00	bts3_w024	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w025__repeat00	bts3_w025	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w025__repeat00	bts3_w025	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w025__repeat00	bts3_w025	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w026__repeat00	bts3_w026	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w026__repeat00	bts3_w026	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w026__repeat00	bts3_w026	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w027__repeat00	bts3_w027	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w027__repeat00	bts3_w027	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w027__repeat00	bts3_w027	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w028__repeat00	bts3_w028	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w028__repeat00	bts3_w028	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w028__repeat00	bts3_w028	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w029__repeat00	bts3_w029	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w029__repeat00	bts3_w029	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w029__repeat00	bts3_w029	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w030__repeat00	bts3_w030	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w030__repeat00	bts3_w030	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w030__repeat00	bts3_w030	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w031__repeat00	bts3_w031	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w031__repeat00	bts3_w031	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w031__repeat00	bts3_w031	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w032__repeat00	bts3_w032	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w032__repeat00	bts3_w032	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w032__repeat00	bts3_w032	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w033__repeat00	bts3_w033	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w033__repeat00	bts3_w033	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w033__repeat00	bts3_w033	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w034__repeat00	bts3_w034	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w034__repeat00	bts3_w034	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w034__repeat00	bts3_w034	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w035__repeat00	bts3_w035	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w035__repeat00	bts3_w035	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w035__repeat00	bts3_w035	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w036__repeat00	bts3_w036	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w036__repeat00	bts3_w036	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w036__repeat00	bts3_w036	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w036__repeat01	bts3_w036	1	0	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w036__repeat01	bts3_w036	1	0	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w036__repeat01	bts3_w036	1	0	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w037__repeat00	bts3_w037	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w037__repeat00	bts3_w037	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w037__repeat00	bts3_w037	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w038__repeat00	bts3_w038	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w038__repeat00	bts3_w038	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w038__repeat00	bts3_w038	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w039__repeat00	bts3_w039	0	1	score	pass	1	1	1	1	1	1	0	1	1	1	1	64289/200000	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w039__repeat00	bts3_w039	0	1	stability	pass	1	1	1	1	1	1	0	1	1	1	1	64289/200000	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w039__repeat00	bts3_w039	0	1	nt	pass	1	1	1	1	1	1	0	1	1	1	1	64289/200000	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w040__repeat00	bts3_w040	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w040__repeat00	bts3_w040	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w040__repeat00	bts3_w040	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w041__repeat00	bts3_w041	0	1	score	scientific_mismatch	5	5	4	1	1	0	0	4/5	4/5	1	0	164711/200000	0	0	NA	1	1	0	true candidate-site substitution;extra candidate site;missing candidate site;same candidate site endpoint shift;strict-row diagnostic mismatch	fresh_concordance_promotion
bts3_w041__repeat00	bts3_w041	0	1	stability	scientific_mismatch	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	same candidate site endpoint shift	fresh_concordance_promotion
bts3_w041__repeat00	bts3_w041	0	1	nt	scientific_mismatch	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	same candidate site endpoint shift	fresh_concordance_promotion
bts3_w042__repeat00	bts3_w042	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w042__repeat00	bts3_w042	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w042__repeat00	bts3_w042	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w043__repeat00	bts3_w043	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w043__repeat00	bts3_w043	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w043__repeat00	bts3_w043	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w044__repeat00	bts3_w044	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w044__repeat00	bts3_w044	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w044__repeat00	bts3_w044	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w045__repeat00	bts3_w045	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w045__repeat00	bts3_w045	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w045__repeat00	bts3_w045	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w046__repeat00	bts3_w046	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w046__repeat00	bts3_w046	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w046__repeat00	bts3_w046	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w047__repeat00	bts3_w047	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w047__repeat00	bts3_w047	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w047__repeat00	bts3_w047	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w048__repeat00	bts3_w048	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w048__repeat00	bts3_w048	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w048__repeat00	bts3_w048	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w049__repeat00	bts3_w049	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w049__repeat00	bts3_w049	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w049__repeat00	bts3_w049	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w050__repeat00	bts3_w050	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w050__repeat00	bts3_w050	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w050__repeat00	bts3_w050	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w051__repeat00	bts3_w051	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w051__repeat00	bts3_w051	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w051__repeat00	bts3_w051	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w052__repeat00	bts3_w052	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w052__repeat00	bts3_w052	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w052__repeat00	bts3_w052	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w053__repeat00	bts3_w053	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w053__repeat00	bts3_w053	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w053__repeat00	bts3_w053	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w054__repeat00	bts3_w054	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w054__repeat00	bts3_w054	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w054__repeat00	bts3_w054	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w055__repeat00	bts3_w055	0	1	score	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w055__repeat00	bts3_w055	0	1	stability	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
bts3_w055__repeat00	bts3_w055	0	1	nt	pass	5	5	5	1	1	1	0	1	1	1	1	1	0	0	NA	1	1	1	none	fresh_concordance_promotion
