artifact_path	size_bytes	sha256	retention	formal_source_data
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/pairs/pair00000_aq001_at0001/stdout.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/pairs/pair00000_aq001_at0001/time.txt	1788	76f353b3fba6e7a6411457bc140d7f4e33d58b32f64acd5171e6a006a9723ad8	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/resource.json	673	3e4600408624df122471f0ef3b0eab2dd9bd4c59b0e278eb8742c664ee87cf3f	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/run-report.json	16786	b9fd2b41ce4aab887627c16f21757b7887ca7b1f3cbb5736b1c8ffe11d2c329f	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/stderr.log	85	306a9ffe7fc3979d739c876945c80df4cfeffecdb56ab5185aae42da390be8b7	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/stdout.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_c_aq001_at0001/artifact_manifest.sha256	88	dcf0dd3cd0eafac6a488b0b04727aeac74623efeb6bbf9ccdb31ea88e764b51c	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_c_aq001_at0001/artifact_manifest.tsv	1867	2baffe6f175102fff2d9032e002b11b7babe8cb2dee3831c6598dc44507ab527	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_c_aq001_at0001/attempt-complete.json	600	5ab03bbfa6a9a7d26146e1083cb6cf810cdbc83bf1bfdcbabb438c8a9e841fd9	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_c_aq001_at0001/attempt-summary.json	417	03d875e5da1d0fb70f35f9e210b5747514b4a11c7cbda3acd232a3bd0690b7c5	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_c_aq001_at0001/attempt.json	4032	cf4e52b06f2bc843bbcd896df340a9007cb998a948da6bd11a980dbbe40d2c6b	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_c_aq001_at0001/gpu-memory.csv	423	8189896ea0aa81c84ad71b6a9feee0381c7ca5fad8515bd680f18321529c9797	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_c_aq001_at0001/pair-results.tsv	598	0e8d9abef1a6c899fd8136b30ef200d0fbf450634b6296c573b9f4644463c439	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_c_aq001_at0001/pairs/pair00000_aq001_at0001/artifact_manifest.sha256	88	4c9d22d8b4ba3a8be4fed992570dad000bac1c168415f2469fb0961aebf0e7c8	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_c_aq001_at0001/pairs/pair00000_aq001_at0001/artifact_manifest.tsv	724	c62493b6b47c04ba21714747172ceafb0b3c0e2312c0f0d05811d14848f35c7b	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_c_aq001_at0001/pairs/pair00000_aq001_at0001/command.json	1737	e70f3244f7b06fe5d1d429ed7487bd69512375036e35478373eac4a7ea66b0a7	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_c_aq001_at0001/pairs/pair00000_aq001_at0001/output/contract.json	228	1a3821edb570425afc02b6f462d28f26de7d8675a77e6e8fa2955517b5358e02	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_c_aq001_at0001/pairs/pair00000_aq001_at0001/output/gasal2-longtarget-all-ranked-top5.tsv	207	3d4c3222034e01d096b6a18a95e30da254f538b6a6391825df4ea247e9064dab	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_c_aq001_at0001/pairs/pair00000_aq001_at0001/resource.json	891	177a07f5dd518f6f22865a93da5b231a9a45a99c814509712ee707b4a6afade5	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_c_aq001_at0001/pairs/pair00000_aq001_at0001/run-report.json	28358	865b711651b5c618f952873be5725df078d7b6173f05d32bae4c5a44dd1e21b9	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_c_aq001_at0001/pairs/pair00000_aq001_at0001/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_c_aq001_at0001/pairs/pair00000_aq001_at0001/stdout.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_c_aq001_at0001/pairs/pair00000_aq001_at0001/time.txt	1786	2f1b786a08089c6fcf03bdbd57421c0b13a0872d01baf9c6e868746b103b47c1	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_c_aq001_at0001/resource.json	693	18891221aafb67bcd311aa0f7053fa1f1f2b77cf4e29daa7041816cee29a439e	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_c_aq001_at0001/run-report.json	28358	865b711651b5c618f952873be5725df078d7b6173f05d32bae4c5a44dd1e21b9	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_c_aq001_at0001/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_c_aq001_at0001/stdout.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot-index.json	4942	cadc07d37f637659fbe83ece3ca0014597491733c22ed4bcc7e975486a7cd554	raw_ignored_local_artifact	0
